N° de Local,Nombre,Apertura,Cierre,Día Semana 1,Fecha 1,Día
FC-5,KFC,08:14,11:00,SÁBADO,2024-09-14,Especial
FC-5,KFC,08:18,11:44,DOMINGO,2024-09-15,Especial
FC-5,KFC,08:34,11:36,LUNES,2024-09-16,Especial
FC-5,KFC,07:23,01:07,MARTES,2024-09-17,Especial
FC-5,KFC,08:11,11:59,MIÉRCOLES,2024-09-18,Especial
FC-5,KFC,07:46,PERNOTA,JUEVES,2024-09-19,Especial
FC-5,KFC,07:45,00:05,VIERNES,2024-09-20,Especial
FC-5,KFC,08:31,11:52,SÁBADO,2024-09-21,Especial
FC-5,KFC,09:16,11:25,DOMINGO,2024-09-22,Especial
FC-5,KFC,08:24,00:13,LUNES,2024-09-23,Especial
FC-5,KFC,08:15,12:21,MARTES,2024-09-24,Especial
FC-5,KFC,07:43,00:43,MIÉRCOLES,2024-09-25,Especial
FC-5,KFC,08:48,11:42,JUEVES,2024-09-26,Especial
FC-5,KFC,09:17,11:53,VIERNES,2024-09-27,Especial
FC-5,KFC,07:47,11:53,SÁBADO,2024-09-28,Especial
FC-5,KFC,07:52,11:36,DOMINGO,2024-09-29,Especial
FC-5,KFC,08:30,12:00,LUNES,2024-09-30,Especial
FC-7,CHANCHOS,09:35,10:31,DOMINGO,2024-09-01,Especial
FC-7,CHANCHOS,09:52,10:28,LUNES,2024-09-02,Especial
FC-7,CHANCHOS,09:53,10:11,MARTES,2024-09-03,Especial
FC-7,CHANCHOS,10:03,10:11,MIÉRCOLES,2024-09-04,Especial
FC-7,CHANCHOS,10:08,10:13,JUEVES,2024-09-05,Especial
FC-7,CHANCHOS,10:05,10:04,VIERNES,2024-09-06,Especial
FC-7,CHANCHOS,10:17,10:11,SÁBADO,2024-09-07,Especial
FC-7,CHANCHOS,09:42,11:24,DOMINGO,2024-09-08,Especial
FC-7,CHANCHOS,10:00,10:30,LUNES,2024-09-09,Especial
FC-7,CHANCHOS,10:05,10:43,MARTES,2024-09-10,Especial
FC-7,CHANCHOS,10:04,10:17,MIÉRCOLES,2024-09-11,Especial
FC-7,CHANCHOS,10:07,10:14,JUEVES,2024-09-12,Especial
FC-7,CHANCHOS,09:58,10:56,SÁBADO,2024-09-14,Especial
FC-7,CHANCHOS,09:59,10:15,DOMINGO,2024-09-15,Especial
FC-7,CHANCHOS,09:58,10:24,LUNES,2024-09-16,Especial
FC-7,CHANCHOS,10:02,22:31,MARTES,2024-09-17,Especial
FC-7,CHANCHOS,10:04,10:31,MIÉRCOLES,2024-09-18,Especial
FC-7,CHANCHOS,09:45,10:05,JUEVES,2024-09-19,Especial
FC-7,CHANCHOS,08:18,10:12,VIERNES,2024-09-20,Especial
FC-7,CHANCHOS,09:58,10:10,SÁBADO,2024-09-21,Especial
FC-7,CHANCHOS,09:53,10:07,DOMINGO,2024-09-22,Especial
FC-7,CHANCHOS,09:58,10:06,LUNES,2024-09-23,Especial
FC-7,CHANCHOS,09:59,10:17,MARTES,2024-09-24,Especial
FC-7,CHANCHOS,10:09,10:55,MIÉRCOLES,2024-09-25,Especial
FC-7,CHANCHOS,09:59,10:20,JUEVES,2024-09-26,Especial
FC-7,CHANCHOS,09:59,10:20,VIERNES,2024-09-27,Especial
FC-7,CHANCHOS,10:08,10:15,SÁBADO,2024-09-28,Especial
FC-7,CHANCHOS,11:32,10:16,DOMINGO,2024-09-29,Especial
FC-7,CHANCHOS,09:59,22:20,LUNES,2024-09-30,Especial
FC-8,HELADERIA ICE CREAM,12:07,10:27,DOMINGO,2024-09-01,Especial
FC-8,HELADERIA ICE CREAM,09:17,10:28,LUNES,2024-09-02,Especial
FC-8,HELADERIA ICE CREAM,09:18,10:17,MARTES,2024-09-03,Especial
FC-8,HELADERIA ICE CREAM,09:12,10:02,MIÉRCOLES,2024-09-04,Especial
FC-8,HELADERIA ICE CREAM,09:14,10:15,JUEVES,2024-09-05,Especial
FC-8,HELADERIA ICE CREAM,09:11,10:04,VIERNES,2024-09-06,Especial
FC-8,HELADERIA ICE CREAM,08:52,10:10,SÁBADO,2024-09-07,Especial
FC-8,HELADERIA ICE CREAM,11:33,10:08,DOMINGO,2024-09-08,Especial
FC-8,HELADERIA ICE CREAM,09:30,10:22,LUNES,2024-09-09,Especial
FC-8,HELADERIA ICE CREAM,09:06,11:04,MARTES,2024-09-10,Especial
FC-8,HELADERIA ICE CREAM,09:16,10:18,MIÉRCOLES,2024-09-11,Especial
FC-8,HELADERIA ICE CREAM,09:04,10:19,JUEVES,2024-09-12,Especial
FC-8,HELADERIA ICE CREAM,10:00,10:17,SÁBADO,2024-09-14,Especial
FC-8,HELADERIA ICE CREAM,09:01,10:13,DOMINGO,2024-09-15,Especial
FC-8,HELADERIA ICE CREAM,08:56,10:00,LUNES,2024-09-16,Especial
FC-8,HELADERIA ICE CREAM,09:21,10:05,MARTES,2024-09-17,Especial
FC-8,HELADERIA ICE CREAM,08:59,10:25,MIÉRCOLES,2024-09-18,Especial
FC-8,HELADERIA ICE CREAM,07:41,10:01,JUEVES,2024-09-19,Especial
FC-8,HELADERIA ICE CREAM,09:03,10:22,VIERNES,2024-09-20,Especial
FC-8,HELADERIA ICE CREAM,09:30,10:09,SÁBADO,2024-09-21,Especial
FC-8,HELADERIA ICE CREAM,12:22,10:34,DOMINGO,2024-09-22,Especial
FC-8,HELADERIA ICE CREAM,09:23,10:08,LUNES,2024-09-23,Especial
FC-8,HELADERIA ICE CREAM,09:27,10:10,MARTES,2024-09-24,Especial
FC-8,HELADERIA ICE CREAM,08:59,09:58,MIÉRCOLES,2024-09-25,Especial
FC-8,HELADERIA ICE CREAM,09:14,10:26,JUEVES,2024-09-26,Especial
FC-8,HELADERIA ICE CREAM,09:20,10:10,VIERNES,2024-09-27,Especial
FC-8,HELADERIA ICE CREAM,09:07,09:50,SÁBADO,2024-09-28,Especial
FC-8,HELADERIA ICE CREAM,12:23,10:03,DOMINGO,2024-09-29,Especial
FC-8,HELADERIA ICE CREAM,10:05,22:10,LUNES,2024-09-30,Especial
